nomor_laporan,tanggal_kejadian,tanggal_laporan,jenis_kejahatan,sub_jenis,modus_operandi,platform,provinsi,kota_kabupaten,latitude,longitude,usia_korban,jenis_kelamin_korban,pekerjaan_korban,pendidikan_korban,estimasi_kerugian,jumlah_korban,tingkat_keparahan,status_kasus,tersangka_teridentifikasi,sumber_data,keterangan
LP/2023/1142/SBR,2023-10-02,2023-10-24,Penipuan Online,Investasi Bodong,Telepon Penipuan,Instagram,Jawa Tengah,,-7.012428,110.399474,25,L,Buruh,D3,36142778,6,sedang,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2023/1143/SBR,2023-04-13,2023-05-07,Judi Online,Slot Online,Aplikasi Pihak Ketiga,Website,Banten,,-6.118834,106.160258,53,L,IRT,D3,14490793,1,sedang,selesai,1,Laporan Masyarakat,
LP/2023/1144/SBR,2023-07-03,2023-07-14,Konten Asusila,Penyebaran Konten,Pemerasan,Website,Banten,,-6.083723,106.182341,32,P,Pensiunan,SMA,2448624,2,tinggi,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2023/1145/SBR,2023-07-22,2023-08-10,Penipuan Online,Jual-Beli Fiktif,Modus Skema Ponzi,Twitter/X,Jawa Barat,,-6.946529,107.562617,27,P,Petani,S3,3357987,3,sedang,dalam_penyelidikan,1,Patroli Siber,
LP/2023/1146/SBR,2023-07-26,2023-08-03,Penipuan Online,Skema Ponzi,Phishing,WhatsApp,Banten,,-6.08047,106.162645,61,L,IRT,D3,17708373,2,sedang,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2023/1147/SBR,2023-05-02,2023-05-13,Peretasan Akun,Social Engineering,Phishing,Facebook,Jawa Timur,,-7.258459,112.723499,33,L,Petani,D3,5175504,1,sedang,dalam_penyelidikan,0,Inisiatif Polri,
LP/2023/1148/SBR,2023-05-22,2023-05-30,Hoaks/Disinformasi,SARA,Forward Massal,SMS,Jawa Barat,,-6.933001,107.580941,18,P,Pensiunan,SD,475306,15,rendah,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2023/1149/SBR,2023-10-21,2023-11-20,Judi Online,Slot Online,Telegram,Marketplace,Kalimantan Timur,,0.533453,117.131422,56,P,Pelajar,S2,24221526,1,rendah,selesai,0,Kerjasama Antar Lembaga,
LP/2023/1150/SBR,2023-06-18,2023-07-11,Penipuan Online,Investasi Bodong,Modus Skema Ponzi,Email,Riau,,0.545927,101.399927,44,P,Profesional,SMP,30945580,3,sedang,selesai,0,Aduan BSSN,
LP/2023/1151/SBR,2023-01-07,2023-01-16,Judi Online,Live Casino,Aplikasi Pihak Ketiga,Marketplace,Daerah Istimewa Yogyakarta,,-7.797858,110.373638,45,P,IRT,D3,7988199,3,rendah,p21,1,Aduan BSSN,
LP/2023/1152/SBR,2023-05-04,2023-05-11,Judi Online,Live Casino,Aplikasi Pihak Ketiga,Website,Jawa Tengah,,-6.9974,110.44929,43,P,PNS,SMA,25073967,1,sedang,dalam_penyelidikan,1,Patroli Siber,
LP/2023/1153/SBR,2023-02-21,2023-03-20,Pemerasan Siber,Ransomware,DDoS Threat,Telepon,Kalimantan Selatan,,-3.33379,114.586983,17,L,Pelajar,SMP,141475117,2,kritis,baru,0,Aduan Konten Kominfo,
LP/2023/1154/SBR,2023-05-04,2023-05-22,Pencemaran Nama,Doxing,Manipulasi Foto,Telepon,Sumatera Barat,,-0.989572,100.429338,62,P,Wiraswasta,SMA,451079,1,rendah,baru,1,Aduan Konten Kominfo,
LP/2023/1155/SBR,2023-09-16,2023-09-20,Penipuan Online,Skema Ponzi,Social Engineering,Facebook,Sumatera Selatan,,-3.023154,104.714513,48,P,PNS,SMA,26657329,5,tinggi,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2023/1156/SBR,2023-07-04,2023-07-07,Konten Asusila,Penyebaran Konten,Sextortion,TikTok,Jawa Barat,,-6.912116,107.569722,41,L,Buruh,SD,4475904,3,sedang,baru,0,Kerjasama Antar Lembaga,
LP/2023/1157/SBR,2023-03-25,2023-03-26,Konten Asusila,Penyebaran Konten,Sextortion,TikTok,DKI Jakarta,,-6.186656,106.802608,40,L,Profesional,SD,266737,3,sedang,baru,0,Inisiatif Polri,
LP/2023/1158/SBR,2023-08-08,2023-08-12,Penipuan Online,Skema Ponzi,Social Engineering,SMS,DKI Jakarta,,-6.212652,106.814551,19,P,PNS,SMA,22883379,1,rendah,baru,1,Aduan Konten Kominfo,
LP/2023/1159/SBR,2023-08-03,2023-08-23,Akses Ilegal,Defacement,Brute Force,Email,Sumatera Selatan,,-3.009279,104.798905,34,P,Wiraswasta,TD,57324453,8,sedang,baru,1,Laporan Masyarakat,
LP/2023/1160/SBR,2023-05-10,2023-05-17,Akses Ilegal,Brute Force,SQL Injection,Email,DKI Jakarta,,-6.229486,106.874252,25,L,PNS,SMP,59634979,1,tinggi,p21,1,Aduan BSSN,
LP/2023/1161/SBR,2023-05-25,2023-05-27,Penipuan Online,Penipuan Pinjol Ilegal,Modus Skema Ponzi,Twitter/X,Kalimantan Timur,,0.54543,117.141183,18,L,PNS,S3,10023826,1,sedang,p21,0,Laporan Masyarakat,
LP/2023/1162/SBR,2023-07-03,2023-07-23,Penipuan Online,Investasi Bodong,Social Engineering,Email,DKI Jakarta,,-6.163998,106.878316,39,P,IRT,SMP,31747141,5,sedang,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2023/1163/SBR,2023-09-19,2023-10-18,Konten Asusila,Sextortion,Sextortion,Email,DKI Jakarta,,-6.185549,106.875833,43,L,Profesional,S3,762682,1,tinggi,selesai,0,Inisiatif Polri,
LP/2023/1164/SBR,2023-08-13,2023-08-14,Pencemaran Nama,Hate Speech,Bot Spam,Twitter/X,DKI Jakarta,,-6.232918,106.846717,31,L,Tidak Bekerja,SMP,1903909,1,rendah,dihentikan,1,Laporan Masyarakat,
LP/2023/1165/SBR,2023-10-05,2023-10-07,Akses Ilegal,XSS,SQL Injection,TikTok,Sumatera Utara,,3.605993,98.695236,25,P,IRT,D3,63677738,5,sedang,dalam_penyelidikan,1,Aduan Konten Kominfo,
LP/2023/1166/SBR,2023-01-17,2023-01-22,Penipuan Online,Skema Ponzi,Fake Marketplace,Email,Kalimantan Selatan,,-3.326231,114.555603,17,L,PNS,D3,8369746,4,sedang,p21,0,Kerjasama Antar Lembaga,
LP/2023/1167/SBR,2023-06-01,2023-06-29,Penipuan Online,Investasi Bodong,Phishing,Marketplace,DKI Jakarta,,-6.2069,106.820467,35,P,Petani,TD,14467859,4,rendah,baru,1,Laporan Masyarakat,
LP/2023/1168/SBR,2023-10-03,2023-10-06,Penipuan Online,Investasi Bodong,Phishing,SMS,Banten,,-6.074306,106.185339,41,P,Tidak Bekerja,SMA,17419659,2,sedang,selesai,1,Aduan Konten Kominfo,
LP/2023/1169/SBR,2023-10-22,2023-11-08,Penipuan Online,Investasi Bodong,Modus Skema Ponzi,WhatsApp,Jawa Tengah,,-6.962522,110.440006,36,P,Wiraswasta,S3,39233200,8,sedang,dalam_penyelidikan,1,Patroli Siber,
LP/2023/1170/SBR,2023-10-27,2023-11-22,Penipuan Online,Jual-Beli Fiktif,Modus Skema Ponzi,Instagram,DKI Jakarta,,-6.169768,106.867901,32,P,Wiraswasta,SMP,40059766,5,sedang,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2023/1171/SBR,2023-06-23,2023-07-01,Pencemaran Nama,Hate Speech,Akun Anonim,WhatsApp,Banten,,-6.150889,106.126277,59,L,IRT,D3,691485,1,sedang,dalam_penyelidikan,1,Aduan Konten Kominfo,
LP/2023/1172/SBR,2023-07-19,2023-08-07,Pencurian Data,Data Pemerintah,Insider Threat,TikTok,Jawa Tengah,,-6.973506,110.381527,20,L,Profesional,SMA,170317827,17,tinggi,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2023/1173/SBR,2023-09-03,2023-09-25,Judi Online,Live Casino,Aplikasi Pihak Ketiga,Marketplace,Bali,,-8.414826,115.231144,35,P,PNS,S3,18011950,1,sedang,baru,0,Inisiatif Polri,
LP/2023/1174/SBR,2023-12-11,2024-01-08,Peretasan Akun,Sim Swap,Sim Swap,TikTok,Jawa Tengah,,-6.985543,110.461803,31,L,Buruh,SD,5561496,2,sedang,baru,1,Inisiatif Polri,
LP/2023/1175/SBR,2023-03-18,2023-04-09,Penipuan Online,Skema Ponzi,Phishing,Telepon,Daerah Istimewa Yogyakarta,,-7.829531,110.381955,37,L,Karyawan Swasta,S1,22781187,2,sedang,p21,0,Laporan Masyarakat,
LP/2023/1176/SBR,2023-10-06,2023-10-13,Peretasan Akun,Phishing,Phishing,Instagram,DKI Jakarta,,-6.246021,106.81983,26,L,Karyawan Swasta,SMP,2858291,2,sedang,p21,0,Patroli Siber,
LP/2023/1177/SBR,2023-10-24,2023-11-22,Penipuan Online,Investasi Bodong,Social Engineering,WhatsApp,Kalimantan Timur,,0.522586,117.130049,51,P,Karyawan Swasta,TD,42587102,7,rendah,p21,0,Aduan BSSN,
LP/2023/1178/SBR,2023-12-25,2024-01-02,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Facebook,Riau,,0.554947,101.439696,31,P,Pelajar,S3,21441761,7,sedang,selesai,1,Inisiatif Polri,
LP/2023/1179/SBR,2023-06-16,2023-07-09,Penipuan Online,Penipuan Pinjol Ilegal,Modus Skema Ponzi,Facebook,Jawa Barat,,-6.938753,107.594772,43,L,Petani,SMA,42504882,4,tinggi,baru,1,Laporan Masyarakat,
LP/2023/1180/SBR,2023-08-22,2023-09-21,Judi Online,Slot Online,Telegram,TikTok,DKI Jakarta,,-6.17407,106.865959,41,P,Petani,SMA,7149617,2,rendah,selesai,1,Laporan Masyarakat,
LP/2023/1181/SBR,2023-08-14,2023-09-10,Pemerasan Siber,Sextortion Bisnis,DDoS Threat,Email,Sumatera Utara,,3.59253,98.705187,59,L,Karyawan Swasta,D3,343012121,4,tinggi,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2023/1182/SBR,2023-10-16,2023-10-25,Judi Online,Sportsbook,Aplikasi Pihak Ketiga,Email,Jawa Barat,,-6.959335,107.632406,64,P,Profesional,SMA,5884667,1,rendah,dihentikan,1,Aduan BSSN,
LP/2023/1183/SBR,2023-05-20,2023-06-12,Judi Online,Sportsbook,Telegram,Facebook,Jawa Tengah,,-7.014981,110.406667,61,L,Pelajar,SMP,26206423,2,rendah,selesai,1,Kerjasama Antar Lembaga,
LP/2023/1184/SBR,2023-09-18,2023-09-20,Konten Asusila,Penyebaran Konten,Pemerasan,TikTok,Daerah Istimewa Yogyakarta,,-7.82385,110.341335,60,P,Pelajar,SMA,4455998,1,sedang,p21,0,Aduan BSSN,
LP/2023/1185/SBR,2023-01-13,2023-01-25,Konten Asusila,Penyebaran Konten,Penyebaran Massal,WhatsApp,Jawa Timur,,-7.289326,112.7182,40,L,Tidak Bekerja,S1,2178272,1,sedang,baru,0,Patroli Siber,
LP/2023/1186/SBR,2023-07-02,2023-07-11,Hoaks/Disinformasi,Hoaks Kesehatan,Forward Massal,Telegram,DKI Jakarta,,-6.209133,106.805648,63,P,Profesional,S3,640995,96,sedang,baru,1,Patroli Siber,
LP/2023/1187/SBR,2023-02-20,2023-03-06,Penipuan Online,Penipuan Pinjol Ilegal,Phishing,WhatsApp,Bali,,-8.438514,115.230798,47,P,Mahasiswa,SMP,37460796,1,rendah,selesai,0,Laporan Masyarakat,
LP/2023/1188/SBR,2023-11-18,2023-12-01,Konten Asusila,Sextortion,Sextortion,Facebook,Jawa Tengah,,-6.940644,110.460691,60,P,Karyawan Swasta,S1,382412,3,sedang,baru,0,Kerjasama Antar Lembaga,
LP/2023/1189/SBR,2023-06-01,2023-06-21,Pencurian Data,Data Korporat,Insider Threat,Telegram,Banten,,-6.13603,106.116865,24,L,PNS,TD,42341192,5,tinggi,dalam_penyelidikan,1,Patroli Siber,
LP/2023/1190/SBR,2023-01-23,2023-01-30,Judi Online,Slot Online,Web Ilegal,WhatsApp,Sumatera Utara,,3.600452,98.673399,56,L,PNS,SMA,16701738,1,sedang,selesai,0,Inisiatif Polri,
LP/2024/1191/SBR,2024-08-16,2024-09-09,Konten Asusila,Pornografi Anak,Penyebaran Massal,WhatsApp,Jawa Timur,,-7.262759,112.744023,23,P,Karyawan Swasta,SMA,1011787,3,sedang,selesai,0,Kerjasama Antar Lembaga,
LP/2024/1192/SBR,2024-06-15,2024-07-12,Pencemaran Nama,Fitnah,Bot Spam,Telepon,Banten,,-6.082987,106.119715,25,L,Petani,SMA,1049627,1,rendah,baru,0,Aduan Konten Kominfo,
LP/2024/1193/SBR,2024-07-20,2024-08-10,Konten Asusila,Pornografi Anak,Sextortion,TikTok,Daerah Istimewa Yogyakarta,,-7.780562,110.320792,45,P,IRT,SMP,3208027,3,sedang,dalam_penyelidikan,0,Patroli Siber,
LP/2024/1194/SBR,2024-06-23,2024-07-16,Konten Asusila,Sextortion,Penyebaran Massal,TikTok,Nusa Tenggara Barat,,-8.543835,116.149045,41,L,Buruh,SD,1191497,1,sedang,baru,0,Kerjasama Antar Lembaga,
LP/2024/1195/SBR,2024-03-10,2024-04-06,Akses Ilegal,Brute Force,SQL Injection,Email,Jawa Barat,,-6.910517,107.589083,21,L,Karyawan Swasta,S1,33438227,2,tinggi,dihentikan,0,Inisiatif Polri,
LP/2024/1196/SBR,2024-01-11,2024-02-07,Judi Online,Sportsbook,Aplikasi Pihak Ketiga,TikTok,DKI Jakarta,,-6.211173,106.832073,62,P,Petani,S1,8671655,1,rendah,dalam_penyelidikan,0,Patroli Siber,
LP/2024/1197/SBR,2024-06-08,2024-06-17,Pencemaran Nama,Hate Speech,Akun Anonim,Instagram,Kalimantan Selatan,,-3.281354,114.568414,48,L,PNS,TD,1153330,1,rendah,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2024/1198/SBR,2024-08-08,2024-08-25,Hoaks/Disinformasi,Hoaks Politik,Forward Massal,Marketplace,DKI Jakarta,,-6.181757,106.886183,48,L,Wiraswasta,SMA,353328,42,rendah,baru,0,Inisiatif Polri,
LP/2024/1199/SBR,2024-06-09,2024-06-13,Akses Ilegal,XSS,SQL Injection,Telegram,DKI Jakarta,,-6.185365,106.797486,35,P,Petani,S2,55516941,1,tinggi,selesai,0,Aduan Konten Kominfo,
LP/2024/1200/SBR,2024-02-15,2024-02-18,Pencurian Data,Data Pemerintah,Credential Stuffing,Instagram,DKI Jakarta,,-6.222635,106.876151,65,P,Profesional,D3,17332709,30,tinggi,dalam_penyelidikan,0,Patroli Siber,
LP/2024/1201/SBR,2024-04-17,2024-04-17,Penipuan Online,Investasi Bodong,Fake Marketplace,Marketplace,Jawa Timur,,-7.222832,112.772668,59,L,Karyawan Swasta,SMA,12962947,8,rendah,dalam_penyelidikan,1,Aduan Konten Kominfo,
LP/2024/1202/SBR,2024-03-15,2024-03-20,Pencemaran Nama,Hate Speech,Bot Spam,TikTok,Jawa Timur,,-7.282433,112.703129,58,P,Tidak Bekerja,D3,1163920,2,sedang,baru,0,Kerjasama Antar Lembaga,
LP/2024/1203/SBR,2024-12-18,2025-01-17,Penipuan Online,Jual-Beli Fiktif,Fake Marketplace,SMS,Jawa Timur,,-7.294962,112.791412,44,P,Buruh,SD,27403053,8,sedang,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2024/1204/SBR,2024-09-13,2024-10-01,Judi Online,Live Casino,Web Ilegal,Website,Banten,,-6.092058,106.126271,39,P,Tidak Bekerja,SMA,23797668,1,rendah,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2024/1205/SBR,2024-10-28,2024-11-11,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Telepon,Kalimantan Timur,,0.522724,117.135767,45,L,Buruh,TD,29294017,5,sedang,dalam_penyelidikan,1,Aduan BSSN,
LP/2024/1206/SBR,2024-10-23,2024-11-19,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Facebook,Sumatera Barat,,-0.949414,100.453231,64,P,Buruh,D3,2353630,4,sedang,baru,0,Patroli Siber,
LP/2024/1207/SBR,2024-02-04,2024-02-28,Pemerasan Siber,Sextortion Bisnis,Sextortion Bisnis,SMS,DKI Jakarta,,-6.246731,106.844782,44,L,Pelajar,SMA,90271361,4,kritis,p21,0,Laporan Masyarakat,
LP/2024/1208/SBR,2024-07-19,2024-08-05,Penipuan Online,Investasi Bodong,Modus Skema Ponzi,SMS,Sumatera Barat,,-0.996314,100.425651,28,L,PNS,S3,16115491,1,sedang,dihentikan,0,Inisiatif Polri,
LP/2024/1209/SBR,2024-05-06,2024-05-27,Penipuan Online,Investasi Bodong,Phishing,TikTok,Papua,,-2.529063,140.754935,45,L,Karyawan Swasta,D3,27177160,5,sedang,selesai,1,Patroli Siber,
LP/2024/1210/SBR,2024-06-22,2024-06-22,Pencurian Data,Data Pribadi,Phishing,TikTok,Daerah Istimewa Yogyakarta,,-7.763687,110.337154,34,L,Mahasiswa,SMP,18831024,19,tinggi,selesai,0,Inisiatif Polri,
LP/2024/1211/SBR,2024-04-18,2024-04-18,Penipuan Online,Investasi Bodong,Modus Skema Ponzi,Website,Jawa Tengah,,-6.990689,110.382327,39,P,Pensiunan,S2,36734172,4,tinggi,baru,0,Kerjasama Antar Lembaga,
LP/2024/1212/SBR,2024-12-06,2024-12-30,Konten Asusila,Penyebaran Konten,Penyebaran Massal,SMS,DKI Jakarta,,-6.247013,106.834362,39,P,Pelajar,S3,4137733,1,sedang,baru,0,Kerjasama Antar Lembaga,
LP/2024/1213/SBR,2024-06-27,2024-07-02,Pencurian Data,Data Korporat,Insider Threat,Telegram,Jawa Timur,,-7.248689,112.728577,64,P,IRT,SD,131766961,11,tinggi,dalam_penyelidikan,1,Inisiatif Polri,
LP/2024/1214/SBR,2024-07-24,2024-08-08,Pencurian Data,Data Pribadi,Phishing,WhatsApp,Riau,,0.511664,101.464311,23,P,PNS,SD,107546204,49,tinggi,baru,0,Aduan BSSN,
LP/2024/1215/SBR,2024-04-20,2024-04-21,Judi Online,Slot Online,Telegram,Telegram,Kalimantan Selatan,,-3.352065,114.556488,29,L,PNS,SD,10378223,2,rendah,dihentikan,1,Laporan Masyarakat,
LP/2024/1216/SBR,2024-11-26,2024-12-06,Penipuan Online,Jual-Beli Fiktif,Fake Marketplace,Email,Riau,,0.489956,101.469591,19,L,Petani,S1,23588969,1,rendah,p21,1,Patroli Siber,
LP/2024/1217/SBR,2024-03-10,2024-04-06,Judi Online,Live Casino,Web Ilegal,Facebook,Jawa Barat,,-6.963976,107.61354,39,P,Profesional,D3,9264113,2,sedang,baru,0,Aduan BSSN,
LP/2024/1218/SBR,2024-10-02,2024-10-16,Judi Online,Sportsbook,Web Ilegal,SMS,DKI Jakarta,,-6.198686,106.80899,20,L,Mahasiswa,TD,27174998,2,sedang,dalam_penyelidikan,1,Aduan Konten Kominfo,
LP/2024/1219/SBR,2024-03-03,2024-04-01,Penipuan Online,Penipuan Pinjol Ilegal,Phishing,SMS,Jawa Timur,,-7.287185,112.746914,56,TD,Wiraswasta,SMA,1499081,7,rendah,baru,0,Kerjasama Antar Lembaga,
LP/2024/1220/SBR,2024-04-24,2024-05-06,Penipuan Online,Penipuan Pinjol Ilegal,Modus Skema Ponzi,Website,Jawa Tengah,,-7.001586,110.452005,57,P,Pelajar,S3,9097238,7,tinggi,baru,0,Kerjasama Antar Lembaga,
LP/2024/1221/SBR,2024-02-15,2024-03-11,Penipuan Online,Jual-Beli Fiktif,Telepon Penipuan,Email,Sumatera Utara,,3.576741,98.635943,20,L,Wiraswasta,SMP,15838981,1,rendah,dalam_penyelidikan,1,Aduan BSSN,
LP/2024/1222/SBR,2024-05-07,2024-05-30,Pencurian Data,Data Pribadi,Insider Threat,Telegram,Jawa Timur,,-7.240881,112.707037,45,P,Pensiunan,TD,47466614,7,tinggi,p21,1,Inisiatif Polri,
LP/2024/1223/SBR,2024-12-09,2025-01-05,Pemerasan Siber,Ransomware,DDoS Threat,Email,Jawa Timur,,-7.244672,112.769641,61,P,Wiraswasta,SMA,120487015,2,kritis,p21,0,Aduan BSSN,
LP/2024/1224/SBR,2024-01-14,2024-01-29,Judi Online,Slot Online,Aplikasi Pihak Ketiga,Telegram,Jawa Tengah,,-6.940945,110.425591,52,L,Wiraswasta,S2,22275098,2,sedang,selesai,0,Patroli Siber,
LP/2024/1225/SBR,2024-11-10,2024-12-10,Penipuan Online,Penipuan Pinjol Ilegal,Telepon Penipuan,Website,Bali,,-8.385976,115.19194,64,P,IRT,S3,29577666,5,rendah,p21,0,Aduan Konten Kominfo,
LP/2024/1226/SBR,2024-09-09,2024-09-21,Judi Online,Slot Online,Web Ilegal,Email,DKI Jakarta,,-6.166402,106.881826,57,P,IRT,SMP,17181793,1,sedang,selesai,0,Inisiatif Polri,
LP/2024/1227/SBR,2024-06-01,2024-06-25,Penipuan Online,Skema Ponzi,Social Engineering,Email,Jawa Barat,,-6.919978,107.615047,29,P,Pelajar,SMA,7632970,3,sedang,p21,1,Patroli Siber,
LP/2024/1228/SBR,2024-05-03,2024-05-12,Judi Online,Slot Online,Aplikasi Pihak Ketiga,SMS,Jawa Barat,,-6.894483,107.601551,27,P,Buruh,SD,20117020,3,rendah,baru,0,Aduan BSSN,
LP/2024/1229/SBR,2024-01-19,2024-01-30,Peretasan Akun,Sim Swap,Social Engineering,Telepon,Kalimantan Timur,,0.461034,117.175318,56,L,Wiraswasta,D3,15438759,1,sedang,baru,0,Inisiatif Polri,
LP/2024/1230/SBR,2024-05-27,2024-06-10,Konten Asusila,Penyebaran Konten,Sextortion,WhatsApp,DKI Jakarta,,-6.189317,106.837587,18,P,PNS,TD,785560,1,tinggi,dalam_penyelidikan,1,Aduan Konten Kominfo,
LP/2024/1231/SBR,2024-11-24,2024-12-07,Penipuan Online,Jual-Beli Fiktif,Modus Skema Ponzi,Email,DKI Jakarta,,-6.236961,106.848172,39,L,Pensiunan,S2,4183800,8,tinggi,baru,1,Aduan BSSN,
LP/2024/1232/SBR,2024-07-22,2024-07-26,Pencurian Data,Data Pribadi,Credential Stuffing,Instagram,Jawa Tengah,,-7.015457,110.460386,56,L,Wiraswasta,S3,69842690,44,sedang,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2024/1233/SBR,2024-05-04,2024-06-02,Penipuan Online,Skema Ponzi,Modus Skema Ponzi,Marketplace,Jawa Timur,,-7.271299,112.797202,65,L,Mahasiswa,S1,13695441,8,rendah,p21,1,Laporan Masyarakat,
LP/2024/1234/SBR,2024-02-16,2024-02-26,Judi Online,Live Casino,Web Ilegal,WhatsApp,Lampung,,-5.400199,105.300289,48,P,Pensiunan,D3,29801379,2,rendah,baru,0,Laporan Masyarakat,
LP/2024/1235/SBR,2024-04-15,2024-04-24,Peretasan Akun,Sim Swap,Sim Swap,Telegram,Jawa Barat,,-6.937833,107.60264,38,P,Profesional,S3,9945903,2,sedang,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2024/1236/SBR,2024-09-12,2024-10-05,Penipuan Online,Jual-Beli Fiktif,Modus Skema Ponzi,Marketplace,Lampung,,-5.443218,105.244787,46,L,Profesional,S3,15625968,7,sedang,p21,1,Kerjasama Antar Lembaga,
LP/2024/1237/SBR,2024-10-11,2024-10-18,Penipuan Online,Penipuan Pinjol Ilegal,Modus Skema Ponzi,Email,Sulawesi Utara,,1.442238,124.831181,34,L,Pensiunan,SD,34112132,6,sedang,selesai,1,Patroli Siber,
LP/2024/1238/SBR,2024-11-14,2024-11-15,Akses Ilegal,XSS,Brute Force,Email,DKI Jakarta,,-6.236587,106.846119,50,L,Mahasiswa,TD,45899457,8,tinggi,baru,0,Laporan Masyarakat,
LP/2024/1239/SBR,2024-11-28,2024-12-09,Akses Ilegal,XSS,SQL Injection,Telepon,Jawa Tengah,,-6.929016,110.442202,42,P,Wiraswasta,S2,60785959,5,tinggi,p21,0,Laporan Masyarakat,
LP/2024/1240/SBR,2024-12-20,2025-01-07,Akses Ilegal,XSS,SQL Injection,SMS,Riau,,0.541412,101.398909,50,L,Karyawan Swasta,TD,9504087,1,sedang,p21,0,Aduan Konten Kominfo,
LP/2024/1241/SBR,2024-06-14,2024-07-08,Penipuan Online,Investasi Bodong,Social Engineering,Telegram,Nusa Tenggara Barat,,-8.588879,116.158185,54,P,Mahasiswa,SD,29249751,1,sedang,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2024/1242/SBR,2024-08-23,2024-09-17,Penipuan Online,Jual-Beli Fiktif,Modus Skema Ponzi,TikTok,Riau,,0.545885,101.445337,53,P,Wiraswasta,SD,8569355,3,rendah,selesai,0,Kerjasama Antar Lembaga,
LP/2024/1243/SBR,2024-09-25,2024-10-05,Akses Ilegal,Defacement,Default Credentials,Twitter/X,Jawa Timur,,-7.232357,112.759364,30,L,PNS,TD,95765111,10,tinggi,dihentikan,1,Aduan BSSN,
LP/2024/1244/SBR,2024-01-28,2024-02-18,Judi Online,Slot Online,Aplikasi Pihak Ketiga,Twitter/X,Sulawesi Selatan,,-5.191832,119.447491,52,L,Wiraswasta,S3,22367483,2,rendah,p21,0,Aduan Konten Kominfo,
LP/2024/1245/SBR,2024-01-25,2024-01-27,Pencurian Data,Data Pemerintah,SQL Injection,Twitter/X,Jawa Barat,,-6.945534,107.640758,54,L,Profesional,SMP,117969878,49,sedang,p21,0,Inisiatif Polri,
LP/2024/1246/SBR,2024-09-05,2024-09-18,Peretasan Akun,Phishing,Sim Swap,Twitter/X,Jawa Tengah,,-7.007656,110.440454,17,P,Pelajar,S1,24569570,2,tinggi,baru,0,Patroli Siber,
LP/2024/1247/SBR,2024-10-18,2024-11-08,Penipuan Online,Investasi Bodong,Social Engineering,Website,Bali,,-8.429251,115.237857,55,P,Wiraswasta,S1,45118569,4,tinggi,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2024/1248/SBR,2024-10-06,2024-10-08,Pencurian Data,Data Korporat,Phishing,WhatsApp,Papua,,-2.546914,140.767723,50,L,Pelajar,D3,175605946,22,kritis,dalam_penyelidikan,0,Aduan BSSN,
LP/2024/1249/SBR,2024-01-23,2024-01-27,Konten Asusila,Penyebaran Konten,Sextortion,Twitter/X,Jawa Barat,,-6.9145,107.652542,41,P,Tidak Bekerja,S1,632037,2,tinggi,p21,0,Aduan BSSN,
LP/2024/1250/SBR,2024-01-04,2024-01-16,Peretasan Akun,Social Engineering,Sim Swap,Telepon,Banten,,-6.1187,106.133157,29,P,Karyawan Swasta,SMP,22826868,2,tinggi,dalam_penyelidikan,0,Patroli Siber,
LP/2024/1251/SBR,2024-08-02,2024-08-08,Pencurian Data,Data Pribadi,SQL Injection,Twitter/X,Jawa Barat,,-6.948767,107.574822,27,P,Petani,SMA,18345074,33,tinggi,p21,0,Aduan BSSN,
LP/2024/1252/SBR,2024-01-22,2024-02-18,Hoaks/Disinformasi,SARA,Manipulasi Foto,SMS,Jawa Timur,,-7.210906,112.797241,28,P,Buruh,S1,20175,59,rendah,baru,0,Laporan Masyarakat,
LP/2024/1253/SBR,2024-02-24,2024-03-14,Pencurian Data,Data Korporat,Credential Stuffing,TikTok,Sumatera Utara,,3.558443,98.677947,50,L,Karyawan Swasta,D3,113315020,8,sedang,p21,0,Kerjasama Antar Lembaga,
LP/2024/1254/SBR,2024-07-07,2024-07-28,Judi Online,Sportsbook,Telegram,TikTok,DKI Jakarta,,-6.195779,106.813988,33,L,Profesional,TD,9877247,2,rendah,selesai,1,Laporan Masyarakat,
LP/2024/1255/SBR,2024-11-22,2024-11-26,Pencemaran Nama,Hate Speech,Akun Anonim,TikTok,Jawa Barat,,-6.905033,107.618357,26,P,Buruh,S2,625489,1,rendah,baru,1,Aduan BSSN,
